"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"PLEK","5341","364206","56193","P08567","Q4KM33","Q5F271;Q9JHK5","pleckstrin","P47","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLEK2","26499","314260","27260","Q9NYT0","D4ACD5","Q9WV52","pleckstrin 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLEKHA4","57664","308584","69217","Q9H4M7","P60669","D3Z3Y7","pleckstrin homology domain containing; family A (phosphoinositide binding specific) member 4","PEPP1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC152845","152845","0","0","0","0","0","pleiomorphic adenoma gene-like 2 pseudogene","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLRG1","5356","60376","53317","O43660","Q9WUC8","Q922V4","pleiotropic regulator 1","CWC1|PRL1|PRP46|PRPF46","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNA1","5361","0","18844","Q9UIW2","0","P70206","plexin A1","NOV|NOVP|PLEXIN-A1|PLXN1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNA2","5362","289392","18845","O75051","D3ZWP6","P70207","plexin A2","OCT|PLXN2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNA3","55558","309280","18846","P51805","D3ZPX4","P70208;Q571A4","plexin A3","6.3|HSSEXGENE|PLEXIN-A3|PLXN3|PLXN4|SEX|XAP-6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNB1","5364","316009","235611","O43157","D3ZDX5","B2RWT9;Q8CJH3","plexin B1","PLEXIN-B1|PLXN5|SEP","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNB2","23654","315217","140570","O15031","D3ZQ57","B2RXS4","plexin B2","MM1|NBLA00445|PLEXB2|DJ402G11.3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNB3","5365","363517","140571","A8K920;Q9ULL4","D3ZLH5","Q9QY40","plexin B3","PLEXB3|PLEXR|PLXN6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXNC1","10154","362873","54712","O60486","0","Q9CRY9;Q9QZC2","plexin C1","CD232|PLXN-C1|VESPR","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PLXND1","23129","312652","67784","Q9Y4D7","D4AA77","Q3UH93","plexin D1","PLEXD1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PMS1","5378","494322","227099","B4DIH7;B7ZAA0;I6L9H5;P54277;Q5FBZ9","Q6P7D0","Q8K119","PMS1 postmeiotic segregation increased 1 (S. cerevisiae)","HNPCC3|PMSL1|HPMS1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POGK","57645","304941","71592","B4DS22;Q9P215","D3ZV46","E9Q3B2;Q6GQW2;Q80TC5","pogo transposable element with KRAB domain","BASS2|KRBOX2","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POGZ","23126","310658","229584","Q7Z3K3","D3ZV33","B9EIG6;D3YUX1;Q0VGT3;Q8BZH4","pogo transposable element with ZNF domain","SUHW5|ZNF280E|ZNF635|ZNF635M","0","0","0","0","0","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PARP12","64761","362343","243771","A4D1T0;G5E9U9;Q9H0J9","D4A3V3","Q8BZ20","poly (ADP-ribose) polymerase family; member 12","ARTD12|MST109|MSTP109|ZC3H1|ZC3HDC1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PARP4","143","361046","328417","Q9UKK3","0","E9PYK3;Q6A0B1;Q8BW82","poly (ADP-ribose) polymerase family; member 4","ADPRTL1|ARTD4|PARP-4|PARPL|PH5P|VAULT3|VPARP|VWA5C|P193","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PABPN1","8106","116697","54196","Q86U42","G3V7Z8","G3UWS5;Q8CCS6","poly(A) binding protein; nuclear 1","OPMD|PAB2|PABII|PABP-2|PABP2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PAPOLA","10914","314417","18789","G3XAH6;P51003","D3ZK96","Q3V141;Q61183","poly(A) polymerase alpha","PAP","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PAPOLB","56903","304300","56522","A4D1Z6;Q9NRJ5","Q6AYH1","A1L349;Q9WVP6","poly(A) polymerase beta (testis specific)","PAPT|TPAP","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PAPOLG","64895","305586","216578","Q9BWT3","D3ZAN6","Q6PCL9;Q8R1V7","poly(A) polymerase gamma","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PARN","5073","360464","74108","B3KN69;O95453","D3ZJM8","Q8VDG3","poly(A)-specific ribonuclease","DAN","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBP1","5093","500242","23983","Q15365;Q53SS8","0","P60335","poly(rC) binding protein 1","HNRPE1|HNRPX|HNRNP-E1|HNRNP-X","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBP2","5094","363005","18521","Q15366","Q4V8F6;Q6AYU2;Q6AYU5","Q3TT81;Q61990","poly(rC) binding protein 2","HNRPE2|HNRNP-E2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBP3","54039","294336","59093","P57721","Q6AY48","P57722","poly(rC) binding protein 3","ALPHA-CP3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCBP4","57060","363133","59092","F6TJN8;P57723;Q9GZT1","D3ZCS3","P57724;Q8BP63;Q9DB01","poly(rC) binding protein 4","CBP|LIP4|MCG10","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PMF1","11243","681050","67037","Q6P1K2","D3ZEH8","Q9CPV5","polyamine-modulated factor 1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PBRM1","55193","306254","66923","Q86U86","0","F8VQD1","polybromo 1","BAF180|PB1","0","0","0","1","0","0","0","0","1","0","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCGF2","7703","287662","22658","P35227","B2RZ82","P23798","polycomb group ring finger 2","MEL-18|RNF110|ZNF144","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCGF3","10336","305624","69587","B3KWT8;Q3KNV8","B2RZ26","Q8BTQ0","polycomb group ring finger 3","DONG1|RNF3|RNF3A","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PKHD1","5314","301287","241035","P08F94","0","E9PZ36;Q6T3A5;Q8CIS7","polycystic kidney and hepatic disease 1 (autosomal recessive)","ARPKD|FCYT|TIGM1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PKHD1L1","93035","314917","192190","Q86WI1","Q3KRE5","Q80ZA4","polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1","PKHDL1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PQBP1","10084","302557","54633","O60828","G3V705;Q6PCT5","A2AER7;Q91VJ5","polyglutamine binding protein 1","MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PHC1","1911","312690","13619","P78364;Q6GMQ3;Q6N083","D3ZVD1","Q3TJ47;Q3V116;Q64028;Q7TT35","polyhomeotic homolog 1 (Drosophila)","EDR1|HPH1|RAE28","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLE3","54107","298098","59001","Q9NRF9","Q642A5","Q9JKP7","polymerase (DNA directed); epsilon 3; accessory subunit","CHARAC17|CHRAC17|YBL1|P17","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLE4","56655","362385","66979","Q9NR33","D3Z9P5","Q9CQ36","polymerase (DNA-directed); epsilon 4; accessory subunit","YHHQ1|P12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR1A","25885","83581","20019","O95602;Q9H6T2","O54889","O35134;Q3TU49;Q3UHI3","polymerase (RNA) I polypeptide A; 194kDa","A190|RPA1|RPA194|RPO1-4|RPO14","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR1B","84172","83582","20017","B7Z1W6;Q9H9Y6","O54888","P70700","polymerase (RNA) I polypeptide B; 128kDa","RPA135|RPA2|RPO1-2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR1C","9533","301246","20016","O15160","Q5RJK9","P52432","polymerase (RNA) I polypeptide C; 30kDa","RPA39|RPA40|RPA5|RPAC1|TCS3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR1D","51082","0","20018","Q9Y2S0","0","P97304;Q545W2;Q9D1M1","polymerase (RNA) I polypeptide D; 16kDa","AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR1E","64425","313245","64424","B4E005;E7EX70;Q9GZS1","B0BN64","Q3V1B9;Q8K202","polymerase (RNA) I polypeptide E; 53kDa","PAF53|PRAF1|RP11-405L18.3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2A","5430","363633","20020","P24928","D4A5A6","P08775","polymerase (RNA) II (DNA directed) polypeptide A; 220kDa","POLR2|POLRA|RPB1|RPBH1|RPO2|RPOL2|RPIILS|HRPB220|HSRPB1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2B","5431","289561","231329","P30876","G3V8Y5","Q8CFI7","polymerase (RNA) II (DNA directed) polypeptide B; 140kDa","POL2RB|RPB2|HRPB140|HSRPB2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2C","5432","361365","20021","P19387;Q6FGR6","Q5EB90","Q99M46","polymerase (RNA) II (DNA directed) polypeptide C; 33kDa","RPB3|RPB31|HRPB33|HSRPB3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2D","5433","364834","69241","O15514","D4A259","Q9D7M8","polymerase (RNA) II (DNA directed) polypeptide D","HSRBP4|HSRPB4|RBP4|RPB16","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2E","5434","690966","66420","B4DJ89;P19388","B0BNE2","Q3V214;Q80UW8","polymerase (RNA) II (DNA directed) polypeptide E; 25kDa","RPABC1|RPB5|XAP4|HRPB25|HSRPB5","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2F","5435","83503","69833","P61218","O88828","P61219","polymerase (RNA) II (DNA directed) polypeptide F","HRBP14.4|POLRF|RPABC2|RPB14.4|RPB6","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2G","5436","117017","67710","P62487","P62489","P62488","polymerase (RNA) II (DNA directed) polypeptide G","RPB19|RPB7|HRPB19|HSRPB7","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2H","5437","498109","245841","P52434","G3V678","Q923G2","polymerase (RNA) II (DNA directed) polypeptide H","RPABC3|RPB17|RPB8|HSRPB8","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2I","5438","292778","69920","P36954","D4A531","P60898","polymerase (RNA) II (DNA directed) polypeptide I; 14.5kDa","RPB9|HRPB14.5","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2J","5439","288588","20022","P52435","D3ZQI0","Q3TYI2;Q6PI63","polymerase (RNA) II (DNA directed) polypeptide J; 13.3kDa","POLR2J1|RPB11|RPB11A|RPB11M|HRPB14","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2J2","246721","0","0","Q9GZM3","0","0","polymerase (RNA) II (DNA directed) polypeptide J2","HRPB11B|RPB11B1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2K","5440","309224","17749","P53803","0","Q545V5;Q63871;Q8BFX0","polymerase (RNA) II (DNA directed) polypeptide K; 7.0kDa","ABC10-ALPHA|RPABC4|RPB10ALPHA|RPB12|RPB7.0|HRPB7.0|HSRPB10A","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR2L","5441","502374","66491","P62875","M0RBH0","P62876","polymerase (RNA) II (DNA directed) polypeptide L; 7.6kDa","RBP10|RPABC5|RPB10|RPB10BETA|RPB7.6|HRPB7.6","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3A","11128","361102","218832","O14802","E9PTB6","B2RXC6","polymerase (RNA) III (DNA directed) polypeptide A; 155kDa","ADDH|HLD7|RPC1|RPC155|HRPC155","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3B","55703","362858","70428","Q7Z3R8;Q9NW08","D3ZV30","P59470","polymerase (RNA) III (DNA directed) polypeptide B","C128|HLD8|RPC2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3C","10623","310685","74414","Q9BUI4","Q5XIL3","B2RX77;Q9D483","polymerase (RNA) III (DNA directed) polypeptide C (62kD)","RPC3|RPC62","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3D","661","306012","67065","P05423","Q4FZS9","Q91WD1","polymerase (RNA) III (DNA directed) polypeptide D; 44kDa","BN51T|RPC4|RPC53|TSBN51","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3E","55718","361640","26939","Q9NVU0","D3ZP45","Q3TWE8;Q9CZT4","polymerase (RNA) III (DNA directed) polypeptide E (80kD)","RPC5|SIN","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3F","10621","311487","70408","Q05DB8;Q9H1D9","D3ZQ56","Q8C108;Q921X6","polymerase (RNA) III (DNA directed) polypeptide F; 39 kDa","RPC39|RPC6","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3H","171568","300088","78929","Q9Y535","B2RZB0","Q9D2C6","polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)","RPC22.9|RPC8","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POLR3K","51728","366277","67005","Q9Y2Y1","Q5FVH1","Q3TSW1;Q9CQZ7","polymerase (RNA) III (DNA directed) polypeptide K; 12.3 kDa","C11|C11-RNP3|RPC10|RPC11|RPC12.5|HRPC11","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PTRF","284119","287710","19285","Q6NZI2","G3V8L9","O54724","polymerase I and transcript release factor","CAVIN|CAVIN1|CGL4|CAVIN-1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PTBP1","5725","29497","19205","P26599","D3ZB30;Q6P736","Q8BGJ5;Q8CB58;Q922I7","polypyrimidine tract binding protein 1","HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|PPTB","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PUF60","22827","84401","67959","Q9UHX1","0","Q3UEB3","poly-U binding splicing factor 60KDa","FIR|ROBPI|SIAHBP1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PMS2P3","5387","0","0","0","0","0","postmeiotic segregation increased 2 pseudogene 3","PMS2L3|PMS2L9|PMS5|PMSR3","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"KCMF1","56888","684322","74287","Q9P0J7","B2RZ97","Q80UY2","potassium channel modulatory factor 1","DEBT91|FIGC|PCMF|ZZZ1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POTEKP","440915","0","0","0","0","0","POTE ankyrin domain family; member K; pseudogene","ACT|ACTBL3|POTE2DELTA|POTEK","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POU2AF1","5450","690528","18985","Q16633","D4A397","Q542H4;Q64693","POU class 2 associating factor 1","BOB1|OBF-1|OBF1|OCAB","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POU5F1B","5462","0","0","Q06416","0","0","POU class 5 homeobox 1B","OCT4-PG1|OTF3C|OTF3P1|POU5F1P1|POU5F1P4|POU5FLC20|POU5FLC8","0","0","0","1","1","0","0","0","1","0","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POU5F2","134187","680620","75507","Q8N7G0","0","Q9DAC9","POU domain class 5; transcription factor 2","SPRM-1","0","0","0","0","0","0","0","0","1","0","1","TFclass","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRDM11","56981","690358","100042784","Q9NQV5","0","A2AGX3","PR domain containing 11","PFM8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRDM6","93166","307305","225518","Q9NQX0","D3ZQA6","Q3UZD5","PR domain containing 6","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRDM7","11105","365155","0","Q9NQW5","P0C6Y7","0","PR domain containing 7","PFM4|ZNF910","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRDM8","56978","305198","77630","Q05CA1;Q9NQV8","0","B2RU90;Q8BZ97","PR domain containing 8","PFM5","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRDM9","56979","365155","213389","Q9NQV7","P0C6Y7","E9Q4V2","PR domain containing 9","MEISETZ|MSBP3|PFM6|PRMD9|ZNF899","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PBXIP1","57326","310644","229534","Q96AQ6","A2VD12","Q3TVI8","pre-B-cell leukemia homeobox interacting protein 1","HPIP","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"GM5294","0","0","384244","0","0","J3QP53","predicted gene 5294","EG384244","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PFDN1","5201","361310","67199","O60925","D3ZX38","Q9CQF7","prefoldin subunit 1","PDF|PFD1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PFDN5","5204","300257","56612","Q99471","B5DFN4","Q9WU28","prefoldin subunit 5","MM-1|MM1|PFD5","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRICKLE3","4007","317380","54630","F5H4N2;O43900","Q5U2Q0","Q80VL3;Q8BNH2","prickle homolog 3 (Drosophila)","LMO6","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PAWR","5074","64513","114774","Q96IZ0","G3V6S1;Q62627","Q925B0","PRKC; apoptosis; WT1; regulator","PAR4|PAR-4","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PDCD11","22984","309458","18572","Q14690","D3ZNI3","Q6NS46","programmed cell death 11","ALG-4|ALG4|NFBP|RRP5","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PDCD7","10081","363082","50996","Q6IEG3;Q8N8D1","D4ACM6","Q3U2X6","programmed cell death 7","ES18|HES18","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PHB2","11331","114766","12034","Q99623","Q5XIH7","O35129;Q3V235","prohibitin 2","BAP|BCAP37|BAP37|PNAS-141|REA|P22","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCNA","5111","25737","18538","P12004","P04961","P17918;Q542J9","proliferating cell nuclear antigen","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PA2G4","5036","288778","18813","Q9UQ80","Q6AYD3","P50580;Q3TGU7","proliferation-associated 2G4; 38kDa","EBP1|HG4-1|P38-2G4","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRR12","57479","361569","233210","Q9ULL5","D4A6M5","E9PYL2;Q69ZN8;Q6PDJ2","proline rich 12","KIAA1205","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRR3","80742","361788","75210","B3KQA4;P79522;Q96QB9","Q6MG07","E9Q601;Q3V0R7;Q811B5","proline rich 3","CAT56","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRR7","80758","498704","432763","Q8TB68","P0C6T3","B2RSG4;Q3V0I2","proline rich 7 (synaptic)","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PNRC1","10957","286988","108767","Q12796","Q63647","Q3TWH3","proline-rich nuclear receptor coactivator 1","B4-2|PNAS-145|PROL2|PRR2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PNRC2","55629","100125373","52830","Q9NPJ4","Q66HE1","Q9CR73","proline-rich nuclear receptor coactivator 2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRB3","5544","0","639802","0","0","0","proline-rich protein BstNI subfamily 3","G1|PRG","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRH1","5554","25448","19131","F1T0A8;P02810","F1LP20;Q63517","D3Z1V5","proline-rich protein HaeIII subfamily 1","PA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PML","5371","315713","18854","P29590","0","D3Z3A6;Q60953;Q8BSJ6","promyelocytic leukemia","MYL|PP8675|RNF71|TRIM19","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PPBPP2","10895","0","0","0","0","0","pro-platelet basic protein pseudogene 2","PPBPL2|SPBPBP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PCSK6","5046","25507","18553","A2RQD9;P29122;Q59H04","Q63415","E9Q4D0;F6XJP7","proprotein convertase subtilisin/kexin type 6","PACE4|SPC4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PROSAPIP1","9762","280670","241638","O60299","G3V8V8;Q8K1Q4","A2AHG0","ProSAPiP1 protein","LZTS3|RP5-1187M17.10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PROX2","283571","314319","73422","G3V3G0;Q3B8N5","D3ZHL7","Q8BII1","prospero homeobox 2","PROX-2","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PTGER3","5733","24929","19218","O00325;P43115","G3V7D9;P34980","Q6PDF2","prostaglandin E receptor 3 (subtype EP3)","EP3|EP3-I|EP3-II|EP3-III|EP3-IV|EP3E|PGE2-R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSMC2","5701","25581","19181","B7Z571;P35998","Q63347","Q8BVQ9","proteasome (prosome; macropain) 26S subunit; ATPase; 2","MSS1|NBLA10058|S7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PSMC3","5702","29677","19182","P17980","Q63569","O88685;Q3TKG4","proteasome (prosome; macropain) 26S subunit; ATPase; 3","TBP1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
