"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"IRF1","3659","24508","16362","P10914;Q6FHN8","P23570","P15314;Q3U5M1;Q5SX13","interferon regulatory factor 1","IRF-1|MAR","1","12517966","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12517966","10090","0","0","0","0","0","0","0","0","0","0","981"
"NR5A2","2494","60349","26424","F1D8R9;O00482","Q9QWM1","P45448;Q1WLP7","nuclear receptor subfamily 5; group A; member 2","B1F|B1F2|CPF|FTF|FTZ-F1|FTZ-F1BETA|LRH-1|LRH1|HB1F-2","1","12456679","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12456679","10090","0","0","0","0","0","0","0","0","0","0","981"
"BHLHE40","8553","79431","20893","O14503;Q6IB83","O35780","O35185;Q542A5","basic helix-loop-helix family; member e40","BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14","1","12297495","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12297495","10090","0","0","0","0","0","0","0","0","0","0","981"
"MYB","4602","293405","17863","P10242;Q14025;Q708E3;Q708E9","0","P06876;Q3UUX5","v-myb myeloblastosis viral oncogene homolog (avian)","CMYB|C-MYB|C-MYB_CDS|EFG","1","12244173","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12244173","generic","0","0","0","0","0","0","0","0","0","0","981"
"MYOD1","4654","337868","17927","P15172","Q02346","P10085","myogenic differentiation 1","MYF3|MYOD|PUM|BHLHC1","1","12242286","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12242286","10090","0","0","0","0","0","0","0","0","0","0","981"
"JUNB","3726","24517","16477","P17275;Q5U079","P24898","P09450;Q569U6","jun B proto-oncogene","AP-1","1","12121977","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12121977","10090","0","0","0","0","0","0","0","0","0","0","981"
"E2F4","1874","100360427","104394","Q16254","D4A9V4","Q8R0K9","E2F transcription factor 4; p107/p130-binding","E2F-4","1","12110166","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12110166","10090","0","0","0","0","0","0","0","0","0","0","981"
"BCL6","604","303836","12053","B5B0A5;P41182","B2GUV8","P41183;Q544F9","B-cell CLL/lymphoma 6","BCL5|BCL6A|LAZ3|ZBTB27|ZNF51","1","12097386","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12097386","10090","0","0","0","0","0","0","0","0","0","0","981"
"TP53","7157","24842","22059","H2EHT1;K7PPA8;P04637;Q53GA5","P10361","P02340;Q3UGQ1;Q549C9;Q80ZA1","tumor protein p53","BCC7|LFS1|P53|TRP53","1","12082536","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","12082536","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"SREBF1","6720","78968","20787","P36956","P56720","Q9WTN3","sterol regulatory element binding transcription factor 1","SREBP-1C|SREBP1|BHLHD1","1","11829742","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","11829742","10090","0","0","0","0","0","0","0","0","0","0","981"
"HAND1","9421","59112","15110","O96004","P97832","Q5SQG1;Q64279","heart and neural crest derivatives expressed 1","HXT|THING1|BHLHA27|EHAND","1","11802795","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","11802795","9606","0","0","0","0","0","0","0","0","0","0","981"
"MEF2C","4208","499497","17260","D6R9J8;D8L7E9;Q06413","0","Q3V1B5;Q8CFN5","myocyte enhancer factor 2C","C5DELQ14.3|DEL5Q14.3","1","11714687","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","11714687","10090","0","0","0","0","0","0","0","0","0","0","981"
"TFAP2A","7020","306862","21418","P05549","G3V9A8","P34056;Q3UL09;Q8BPN4","transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)","AP-2|AP-2ALPHA|AP2TF|BOFS|TFAP2","1","11522791","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","11522791","10090","0","0","0","0","0","0","0","0","0","0","981"
"PPARG","5468","25664","19016","D2KUA6;P37231","O88275","M1VPI1;P37238;Q4FJR2;Q6GU14","peroxisome proliferator-activated receptor gamma","CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARGAMMA","1","11139380","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","11139380","9606","0","0","0","0","0","0","0","0","0","0","981"
"NKX3-1","4824","305999","18095","Q99801","Q497B7","P97436;Q3UVH8","NK3 homeobox 1","BAPX2|NKX3|NKX3.1|NKX3A","1","10993896","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10993896","10090","0","0","0","0","0","0","0","0","0","0","981"
"HOXA5","3202","79241","15402","P20719","0","P09021","homeobox A5","HOX1|HOX1.3|HOX1C","1","10879542","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10879542","10090","0","0","0","0","0","0","0","0","0","0","981"
"BACH1","571","304127","12013","O14867","D4ACD2","P97302;Q3URL4;Q3US24","BTB and CNC homology 1; basic leucine zipper transcription factor 1","BACH-1","1","10620011","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10620011","generic","0","0","0","0","0","0","0","0","0","0","981"
"PAX4","5078","83630","18506","O43316","O88436","A2RRY5;B7ZNC8;P32115","paired box 4","KPD|MODY9","1","10567553","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10567553","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"TFAP2C","7022","362280","21420","Q92754","Q4V8P9","Q3ULB3;Q61312","transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)","AP2-GAMMA|ERF1|TFAP2G|HAP-2G","1","10497269","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10497269","9606","0","0","0","0","0","0","0","0","0","0","981"
"FOXO1","2308","84482","56458","Q12778","G3V7R4","Q9R1E0","forkhead box O1","FKH1|FKHR|FOXO1A","1","10385407","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10385407","9606","0","0","0","0","0","0","0","0","0","0","981"
"NR1H2","7376","58851","22260","F1D8P7;P55055","Q62755","Q60644;Q8BP65","nuclear receptor subfamily 1; group H; member 2","LXR-B|LXRB|NER|NER-I|RIP15|UNR","1","10187832","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10187832","9606","0","0","0","0","0","0","0","0","0","0","981"
"FOXO3","2309","294515","56484","O43524","D3ZBQ1","Q9WVH4","forkhead box O3","AF6Q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A","1","10102273","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10102273","9606","0","0","0","0","0","0","0","0","0","0","981"
"MEF2A","4205","309957","17258","Q02078","Q2MJT0","Q60929","myocyte enhancer factor 2A","ADCAD1|RSRFC4|RSRFC9|MEF2","1","10024301","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","10024301","9606;10090;10116","0","0","0","0","0","0","0","0","0","0","981"
"YY1","7528","24919","22632","P25490","Q8CHJ4","Q00899","YY1 transcription factor","DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1","1","9857059","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9857059","9606","0","0","0","0","0","0","0","0","0","0","981"
"STAT5B","6777","25126","20851","P51692","P52632","P42232","signal transducer and activator of transcription 5B","STAT5","1","9852045","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9852045","10090","0","0","0","0","0","0","0","0","0","0","981"
"HNF1B","6928","25640","21410","E0YMJ6;P35680;Q6FHW6","P23899","P27889","HNF1 homeobox B","FJHN|HNF-1B|HNF1BETA|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1","1","9774468","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9774468","9606","0","0","0","0","0","0","0","0","0","0","981"
"USF1","7391","83586","22278","P22415","O35410","Q3UQH7;Q61069;Q8R4E5","upstream transcription factor 1","FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11","1","9677331","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9677331","9606;10116","0","0","0","0","0","0","0","0","0","0","981"
"SMAD3","4088","25631","17127","P84022;Q9P0T0","P84025","Q8BUN5","SMAD family member 3","HSPC193|HST17436|JV15-2|LDS1C|LDS3|MADH3","1","9660945","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9660945","9606","0","0","0","0","0","0","0","0","0","0","981"
"HSF1","3297","79245","15499","Q00613","F1MAF1","P38532","heat shock transcription factor 1","HSTF1","1","9545528","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9545528","9606","0","0","0","0","0","0","0","0","0","0","981"
"HLTF","6596","295568","20585","Q05BZ6;Q14527","D3ZMQ9","Q6PCN7","helicase-like transcription factor","HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1","1","9427542","Experimental","0","0","1","1","1","1","1","1","0","0","0","9427542","10090","0","0","0","0","0","0","0","0","0","0","981"
"ESRRA","2101","293701","26379","P11474;Q569H8","Q5QJV7","O08580","estrogen-related receptor alpha","ERR1|ERRA|ERRALPHA|ESRL1|NR3B1","1","9271417","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9271417","10090","0","0","0","0","0","0","0","0","0","0","981"
"FOXI1","2299","287185","14233","E0XEN6;Q12951","D4A7G2","Q922I5","forkhead box I1","FKH10|FKHL10|FREAC-6|FREAC6|HFH-3|HFH3","1","9153225","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9153225","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"MAFB","9935","54264","16658","Q9Y5Q3","P54842","P54841","v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)","KRML|MCTO","1","9144291","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9144291","10090","0","0","0","0","0","0","0","0","0","0","981"
"NR1H3","10062","58852","22259","B4DXU5;F1D8N1;Q13133","Q5I035","Q91X41;Q9Z0Y9","nuclear receptor subfamily 1; group H; member 3","LXR-A|LXRA|RLD-1","1","9013544","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","9013544","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"IRF2","3660","290749","16363","P14316","Q0PXQ8","P23906;Q3U2Z2","interferon regulatory factor 2","IRF-2","1","8798551","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8798551","9606","0","0","0","0","0","0","0","0","0","0","981"
"GFI1","2672","24388","14581","B3KVN4;Q99684","Q07120","H3BJM0;P70338","growth factor independent 1 transcription repressor","GFI-1|GFI1A|SCN2|ZNF163","1","8754800","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8754800","10116","0","0","0","0","0","0","0","0","0","0","981"
"DDIT3","1649","29467","13198","P35638;Q53YD1","Q496Y7;Q62804","P35639;Q3V405","DNA-damage-inducible transcript 3","CEBPZ|CHOP|CHOP-10|CHOP10|GADD153","1","8657121","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8657121","9606","0","0","0","0","0","0","0","0","0","0","981"
"FOXF2","2295","0","14238","Q12947","0","O54743","forkhead box F2","FKHL6|FREAC-2|FREAC2","1","8626802","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8626802","9606","0","0","0","0","0","0","0","0","0","0","981"
"STAT3","6774","25125","20848","P40763","P52631","P42227;Q6GU23","signal transducer and activator of transcription 3 (acute-phase response factor)","APRF|HIES","1","8530402","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8530402","10116","0","0","0","0","0","0","0","0","0","0","981"
"GATA4","2626","54254","14463","B3KUF4;P43694","P46152","E9PXW9;Q08369;Q3UYJ1","GATA binding protein 4","ASD2|VSD1","1","8455608","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8455608","10090","0","0","0","0","0","0","0","0","0","0","981"
"T","6862","292301","20997","O15178","D4A4W8","P20293;Q78ZW9","T; brachyury homolog (mouse)","TFT","1","8344258","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8344258","10090","0","0","0","0","0","0","0","0","0","0","981"
"GATA3","2625","85471","14462","P23771","Q99NH5","P23772;Q3U0R5","GATA binding protein 3","HDR|HDRS","1","8332492","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8332492","9606","0","0","0","0","0","0","0","0","0","0","981"
"TAL1","6886","313507","21349","P17542;Q16509","0","P22091;Q3TZH7","T-cell acute lymphocytic leukemia 1","SCL|TCL5|BHLHA17|TAL-1","1","8289805","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8289805","9606","0","0","0","0","0","0","0","0","0","0","981"
"MAX","4149","60661","17187","P61244;Q8TAX8","P52164","B2RS19;Q8C4Y1","MYC associated factor X","BHLHD4","1","8265351","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8265351","9606","0","0","0","0","0","0","0","0","0","0","981"
"TCF12","6938","25720","21406","Q99081","P51514","Q3TE72;Q3UXQ3;Q3UZ69;Q3UZA4;Q61286;V9GX46","transcription factor 12","HEB|HTF4|HST17266|BHLHB20","1","8163514","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8163514","10090","0","0","0","0","0","0","0","0","0","0","981"
"FOXD3","27022","29203","15221","Q9UJU5","0","A2BDY3;Q61060","forkhead box D3","AIS1|GENESIS|HFH2|VAMAS2","1","8139574","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8139574","9606","0","0","0","0","0","0","0","0","0","0","981"
"EN1","2019","685360","13798","Q05925","0","P09065;Q3USA2","engrailed homeobox 1","0","1","8096059","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8096059","10090","0","0","0","0","0","0","0","0","0","0","981"
"NFE2L1","4779","360610","18023","J9JIE5;Q14494;Q8NF22","0","Q3U5L0;Q3UFI8;Q3V3M1;Q61985;Q6GTN8","nuclear factor (erythroid-derived 2)-like 1","LCR-F1|NRF1|TCF11","1","8036168","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8036168","10090","0","0","0","0","0","0","0","0","0","0","981"
"RUNX1","861","50662","12394","Q01196","Q63046","G3UWD2;G3X9W7;Q3UM65;Q8BQ09","runt-related transcription factor 1","AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2AB","1","8035830","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","8035830","10090","0","0","0","0","0","0","0","0","0","0","981"
"CDX2","1045","66019","12591","Q99626","Q9ESV7","P43241;Q543L9","caudal type homeobox 2","CDX-3|CDX3","1","7935448","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7935448","10090","0","0","0","0","0","0","0","0","0","0","981"
"SREBF2","6721","300095","20788","Q12772","Q3T1I5","Q3U1N2","sterol regulatory element binding transcription factor 2","SREBP2|BHLHD2","1","7903453","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7903453","9606","0","0","0","0","0","0","0","0","0","0","981"
"RXRA","6256","25271","20181","F1D8Q5;P19793;Q6P3U7","Q0VJ96","A2AJP1;P28700;Q3UMU4;Q6LC96","retinoid X receptor; alpha","NR2B1","1","7838715","Experimental","1","0","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7838715","10090","0","0","0","0","0","0","0","0","0","0","981"
"AR","367","24208","11835","F1D8N5;P10275","P15207","P19091","androgen receptor","AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM","1","7685765","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7685765","9606","0","0","0","0","0","0","0","0","0","0","981"
"ARNT","405","25242","11863","A8K6P0;B0AZM1;P27540;Q53F30","P41739","P53762;Q3ULM2","aryl hydrocarbon receptor nuclear translocator","HIF-1-BETA|HIF-1BETA|HIF1-BETA|HIF1B|HIF1BETA|TANGO|BHLHE2","1","7592839","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7592839","10090","0","0","0","0","0","0","0","0","0","0","981"
"AHR","196","25690","11622","P35869","P41738","P30561;Q3U5D9","aryl hydrocarbon receptor","BHLHE76","1","7592839","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7592839","10090","0","0","0","0","0","0","0","0","0","0","981"
"NFIL3","4783","114519","18030","Q16649","Q6IMZ0","O08750","nuclear factor; interleukin 3 regulated","E4BP4|IL3BP1|NF-IL3A|NFIL3A","1","7565758","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","7565758","9606","0","0","0","0","0","0","0","0","0","0","981"
"POU2F2","5452","117058","18987","B5ME60;P09086","0","Q00196","POU class 2 homeobox 2","OCT2|OTF2|OCT-2","1","2904653","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","2904653","9606","0","0","0","0","0","0","0","0","0","0","981"
"NFIC","4782","29228","18029","B7Z4T6;P08651","O70188","P70255;Q3UHA6","nuclear factor I/C (CCAAT-binding transcription factor)","CTF|CTF5|NF-I|NFI","1","2504497","Experimental","1","0","1","1","1","1","1","1","TFclass","TFclass_mouse","1","2504497","9606","0","0","0","0","0","0","0","0","0","0","981"
"TEAD1","7003","361630","21676","P28347;Q59EF3","F1M7P3;Q6QQU2","E9PVS2;E9PZ73;E9Q387;P30051;Q3UFP5;Q3USK5;Q6PAQ8;Q80W05","TEA domain family member 1 (SV40 transcriptional enhancer factor)","AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1","1","1851669","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","1851669","9606","0","0","0","0","0","0","0","0","0","0","981"
"PRDM1","639","309871","12142","B4DW27;O75626","D4A1S2","Q60636","PR domain containing 1; with ZNF domain","BLIMP1|PRDI-BF1","1","1851123","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","1851123","9606","0","0","0","0","0","0","0","0","0","0","981"
"ELK1","2002","314436","13712","P19419;Q86SR6","A4GTP4","P41969","ELK1; member of ETS oncogene family","0","1","1425594","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","1425594","9606","0","0","0","0","0","0","0","0","0","0","981"
"REL","5966","305584","19696","Q04864","0","A4QPD3","v-rel reticuloendotheliosis viral oncogene homolog (avian)","C-REL","1","1406630","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","1406630","9606","0","0","0","0","0","0","0","0","0","0","981"
"NFKB1","4790","81736","18033","P19838","F1LQH2","P25799","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1","EBP-1|KBF1|NF-KB1|NF-KAPPA-B|NF-KAPPAB|NFKB-P105|NFKB-P50|NFKAPPAB|P105|P50","1","1406630","Experimental","1","1","1","1","1","1","1","1","TFclass","TFclass_mouse","1","1406630","9606","0","0","0","0","0","0","0","0","0","0","981"
"PLAGL1","5325","25157","22634","A1YLA1;A1YLA2;Q9UM63","P70616","Q9JLQ4","pleiomorphic adenoma gene-like 1","LOT1|ZAC|ZAC1","1","9671765; 9722527","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","9722527","9606","9671765","9606","0","0","0","0","0","0","0","0","981"
"NFIX","4784","81524","18032","B4DHW2;D2DXM9;Q14938","F2Z3R4;O70189;O70190","E9PUH7;P70257;Q3TYK3;Q5CZY4","nuclear factor I/X (CCAAT-binding transcription factor)","MRSHSS|NF1A|SOTOS2","1","9660824; 9822643","Experimental","1","0","1","0","1","1","1","1","TFclass","TFclass_mouse","1","9822643","9606","9660824","10090","0","0","0","0","0","0","0","0","981"
"ARNTL","406","29657","11865","O00327","Q9EPW1","Q3UHZ2;Q9WTL8","aryl hydrocarbon receptor nuclear translocator-like","BMAL1|BMAL1C|JAP3|MOP3|PASD3|TIC|BHLHE5","1","9576906; 9616112","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","9616112","10090","9576906","9606","0","0","0","0","0","0","0","0","981"
"FIGLA","344018","500239","26910","Q6QHK4","D4AD65","H6UWL1;O55208","folliculogenesis specific basic helix-loop-helix","BHLHC8|FIGALPHA|POF6","1","9362457; 15044608","Experimental","1","1","1","0","0","1","1","1","TFclass","TFclass_mouse","1","15044608","9606;10090","9362457","10090","0","0","0","0","0","0","0","0","981"
"HSF4","3299","291960","26386","Q9ULV5","D4A5A8","B2RQY2;Q3UG93;Q9R0L1","heat shock transcription factor 4","CTM","1","8972228; 11278480","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","11278480","9606","8972228","9606","0","0","0","0","0","0","0","0","981"
"WT1","7490","24883","22431","P19544;Q6PI38","D3ZE57;D3ZJ55;P49952","Q199A7","Wilms tumor 1","AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33","1","8950987; 10022915","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","10022915","9606;10090","8950987","9606;10090","0","0","0","0","0","0","0","0","981"
"BACH2","60468","366340","12014","Q9BYV9","0","P97303","BTB and CNC homology 1; basic leucine zipper transcription factor 2","BTBD25","1","8887638; 10949928","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","10949928","9606","8887638","10090","0","0","0","0","0","0","0","0","981"
