probes,entrez,symbol,logFC,adj.P.Val
203499_at,1969,EPHA2,-1.59724415955417,0.000862950734050806
203500_at,2639,GCDH,-1.3919770555229,4.23806389396918e-05
203509_at,6653,SORL1,-1.38872520424878,0.00058400624527674
203527_s_at,324,APC,1.1798724118516,0.0160522079642336
203541_s_at,687,KLF9,-1.48221414690473,0.00688596191191105
203547_at,920,CD4,-1.98652025118421,1.16086603545643e-05
203548_s_at,4023,LPL,3.46896711262672,5.49454062839988e-07
203550_s_at,10712,FAM189B,2.13133025373956,9.77609259204034e-07
203554_x_at,9232,PTTG1,2.44496413679961,3.22283668808437e-08
203558_at,9820,CUL7,2.87534940137988,1.85753878373587e-10
203559_s_at,26,AOC1,-2.18105976401329,0.0104580253657645
203562_at,9638,FEZ1,-1.19441695804056,0.00161057688061784
203564_at,2189,FANCG,1.55456716214835,5.54363251292108e-08
203566_s_at,178,AGL,-1.47018907673991,0.000113794408428207
203571_s_at,10974,ADIRF,-2.69418870307237,0.0212131781038832
203574_at,4783,NFIL3,-1.3446318362733,6.20198507406026e-05
203579_s_at,9057,SLC7A6,1.00993101874558,0.00533014412525095
203587_at,379,ARL4D,-1.17196976625178,0.0281480557957582
203607_at,22876,INPP5F,1.16876291854263,1.16086603545643e-05
203615_x_at,6817,SULT1A1,-1.43910837685353,0.00155714711533403
203623_at,55558,PLXNA3,1.58519786507204,0.000984961738192287
203641_s_at,22837,COBLL1,-1.05093096805254,0.00649451726071728
203645_s_at,9332,CD163,-1.84494779528547,0.00308871584611326
203666_at,6387,CXCL12,-2.61498369831229,9.25447672596997e-06
203671_at,7172,TPMT,-1.09173567556695,0.000449682555709062
203676_at,2799,GNS,1.0435063573237,4.52079798402201e-05
203680_at,5577,PRKAR2B,-2.07512758382057,0.000204483720619516
203682_s_at,3712,IVD,-1.09092441368019,0.00086349134237196
203693_s_at,1871,E2F3,1.01333243693848,0.00997191257361174
203708_at,5142,PDE4B,-1.23703250279485,0.0233327373833993
203725_at,1647,GADD45A,-1.30467890649252,0.00193823632754825
203728_at,578,BAK1,1.97707759921418,4.43790568721666e-05
203739_at,7764,ZNF217,1.00446819724406,2.64359661326882e-05
203744_at,3149,HMGB3,1.03265551707937,0.0122039680352131
203747_at,360,AQP3,-1.2682976279002,0.000802050821517474
203751_x_at,3727,JUND,-1.1707839706307,3.42994885090869e-05
203755_at,701,BUB1B,1.90206106996832,1.0173489601403e-05
203757_s_at,4680,CEACAM6,-1.96644050435219,0.00297104421242023
203764_at,9787,DLGAP5,3.42781735272193,3.88864887697512e-10
203770_s_at,412,STS,-1.1131598182976,0.0195857586657335
203771_s_at,644,BLVRA,1.82520309519336,0.00529728577310959
203786_s_at,7164,TPD52L1,-1.05011668533704,0.00843143980389621
203790_s_at,10247,HRSP12,-1.3435221822488,0.00315376962384925
203799_at,4065,CD302 ,-1.03766777114122,0.00301095630398628
203819_s_at,10643,IGF2BP3,3.38888308411688,0.00454668317665845
203828_s_at,9235,IL32,3.2105251913099,3.85421808017093e-06
203867_s_at,54475,NLE1,1.24765469031367,0.00654179881281363
203878_s_at,4320,MMP11,1.97280432655356,0.000371391077871277
203881_s_at,1756,DMD,-1.36210492098356,9.59158941286036e-05
203887_s_at,7056,THBD,-1.09915834891512,0.0187651588450544
203929_s_at,4137,MAPT,1.29770301000829,0.00237585700882725
203963_at,771,CA12,3.28680229540773,0.00111903584364393
203967_at,990,CDC6,2.23401040997548,1.74653646021522e-05
203970_s_at,8504,PEX3,-1.04524043612956,9.6934256198057e-05
203975_s_at,10036,CHAF1A,1.89899752210248,1.07663935499253e-05
203977_at,6901,TAZ,1.30446830020563,0.013575158086066
203980_at,2167,FABP4,2.19411455183424,0.0151160780452548
204007_at,2215,FCGR3B,-1.00533052577872,0.0493343422691711
204017_at,11015,KDELR3,1.88304600127777,0.00230813076903147
204018_x_at,3039,HBA1 ,-2.38934087700671,2.29381958514533e-05
204023_at,5984,RFC4,1.30342664768246,1.8425784713906e-05
204026_s_at,11130,ZWINT,2.16816455642361,1.30269761192599e-06
204029_at,1952,CELSR2,-1.08537217120415,0.00163008526174136
204033_at,9319,TRIP13,2.09271915167542,4.72232559691987e-07
204036_at,1902,LPAR1,-1.60071148859053,0.0181409487203087
204040_at,9781,RNF144A,1.61230296126292,0.0120728220938475
204041_at,4129,MAOB,-1.00041152909883,0.0130021568409404
204051_s_at,6424,SFRP4,1.63734768220208,0.0251757807834756
204058_at,4199,ME1,1.66331808152281,0.0497014458967336
204078_at,10609,LEPREL4,1.98107560551206,0.000442091115139956
204083_s_at,7169,TPM2,1.61668438729504,0.00135969126434349
204092_s_at,6790,AURKA,1.78513591052291,3.38367399583183e-05
204103_at,6351,CCL4,-1.41643019754408,0.0126119457800832
204120_s_at,132,ADK,-1.26741829755765,5.86591585486778e-05
204121_at,10912,GADD45G,-2.31937828772022,3.14988053083394e-06
204129_at,607,BCL9,1.71260957927202,1.47643791021857e-07
204134_at,5138,PDE2A,-1.73380404953713,0.00182078047312669
204146_at,10635,RAD51AP1,1.90178451636671,1.63715231936121e-05
204150_at,23166,STAB1,-1.37282124087009,0.000213941027389514
204154_at,1036,CDO1,-1.24222752625713,0.0483794948784954
204159_at,1031,CDKN2C,2.28839689256647,8.92394728924836e-08
204162_at,10403,NDC80,3.24387579243976,2.77183938163804e-08
204163_at,11117,EMILIN1,-2.13440377463653,0.0285002951611313
204165_at,8936,WASF1,1.05063297766172,0.00827860367894281
204170_s_at,1164,CKS2,1.79201321794113,6.61955532088092e-06
204183_s_at,157,ADRBK2,2.02510731047918,0.000247594659774816
204201_s_at,5783,PTPN13,-1.69997336894691,0.00205915549773333
204217_s_at,6253,RTN2,2.56411153062733,5.86926565718755e-05
204223_at,5549,PRELP,-1.66993528580544,0.0324031466522801
204224_s_at,2643,GCH1,-1.8894987767859,9.14150771579978e-06
204240_s_at,10592,SMC2,1.41984258876644,0.000526658481943432
204241_at,8310,ACOX3,-1.00356485407262,0.000174112615765185
204247_s_at,1020,CDK5,1.21474253745847,1.26947139251442e-06
204271_s_at,1910,EDNRB,-1.35237033797248,0.000329834848501168
204284_at,5507,PPP1R3C,-1.41517666935051,0.00335888681024966
204289_at,4329,ALDH6A1,-2.07427967166782,0.00145499446418977
204301_at,9920,KBTBD11,-2.86441450529253,7.70429716672298e-05
204304_s_at,8842,PROM1,-2.79462542193828,0.00156719134607682
204306_s_at,977,CD151,1.3521797268942,0.0012206163055309
204311_at,482,ATP1B2,-1.45311504950828,0.00391148994515297
204318_s_at,51512,GTSE1,1.97445233850584,3.90580240037284e-05
204326_x_at,4501,MT1X,-3.03949927419322,6.71816114310291e-05
204341_at,10626,TRIM16,1.61453135540118,0.0298161429443722
204352_at,7188,TRAF5,1.17789776090902,0.0241850618002689
204357_s_at,3984,LIMK1,2.43170659347478,5.28054732475035e-09
204385_at,8942,KYNU,-1.40182174862882,0.02673272372673
204399_s_at,24139,EML2,1.32530262416486,0.00755147666546741
204402_at,25807,RHBDD3,1.10122521367355,1.0275670855909e-05
204409_s_at,9086,EIF1AY,4.25197278808064,6.1760166272366e-05
204413_at,7186,TRAF2,1.41418147857011,0.00942124847609804
204419_x_at,3047,HBG1 ,-1.09215138429972,0.00197330013807733
204420_at,8061,FOSL1,-1.16455789804262,0.0384053117913736
204428_s_at,3931,LCAT,-3.76200411770085,4.49663504242797e-05
204438_at,4360,MRC1,-1.5681799277101,0.00282500941011378
204444_at,3832,KIF11,2.05618630117508,1.05723823343209e-05
204448_s_at,5082,PDCL,1.14962918055039,0.000183752031435581
204452_s_at,8321,FZD1,-1.36589708022087,0.0201545102249868
204477_at,5877,RABIF,1.13944789181674,4.23103463054757e-06
204483_at,2027,ENO3,-1.69352434834729,0.00957401453088292
204484_at,5287,PIK3C2B,2.53952631685136,6.88842378991733e-08
204492_at,9824,ARHGAP11A,1.21470725458089,0.0426570075141797
204510_at,8317,CDC7,1.39349877548035,9.69933613246286e-05
204533_at,3627,CXCL10,1.83241666039563,0.00806236219607553
204537_s_at,2564,GABRE ,1.82049388736919,0.020628387897742
204539_s_at,9620,CELSR1,-1.55179509153736,0.00584284166017123
204541_at,23541,SEC14L2,-1.33148441098663,0.0482592646165189
204548_at,6770,STAR,-1.86343974411569,4.33565282366777e-05
204580_at,4321,MMP12,2.03090737743782,0.0333915092452188
204584_at,3897,L1CAM,-1.29769924389322,0.0340870321684929
204597_x_at,6781,STC1,1.2059003590318,0.00363997746820351
204603_at,9156,EXO1,1.54996496554957,0.0207901461315636
204607_at,3158,HMGCS2,-1.56621667186696,0.000155544973752657
204608_at,435,ASL,-1.0264346397718,0.011429798398656
204621_s_at,4929,NR4A2,-1.38845801816581,0.0325148231828763
204623_at,7033,TFF3,-2.08502098066551,0.00153073862953351
204641_at,4751,NEK2,3.64253652832806,8.51511396907745e-11
204646_at,1806,DPYD,-1.1350296214263,0.000441430771949241
204649_at,10024,TROAP,2.03502955262894,0.000789084207560899
204675_at,6715,SRD5A1,-1.93961283314661,2.4288171732699e-05
204702_s_at,9603,NFE2L3,1.37528004554612,0.00192647593674738
204704_s_at,229,ALDOB,-2.68765081688103,0.00501759011808245
204709_s_at,9493,KIF23,3.29781970460688,5.9900520005174e-06
204719_at,10351,ABCA8,-2.00284836198302,0.0198430460644542
204720_s_at,9829,DNAJC6,2.76223141711595,3.5821299010416e-07
204726_at,1012,CDH13,2.11952705483979,0.000153892257188958
204727_at,11169,WDHD1,1.48615847443884,0.00814721914487785
204731_at,7049,TGFBR3,-1.38085131152734,0.000654087008122821
204745_x_at,4495,MT1G,-3.65512685578654,1.65855365581739e-06
204753_s_at,3131,HLF,-1.4615529977932,0.0335716349501798
204762_s_at,2775,GNAO1,-1.59330026795112,0.000107060488817541
204766_s_at,4521,NUDT1,1.88017193288818,0.0006444088502654
204767_s_at,2237,FEN1,1.0684809008338,0.000575923895100276
204775_at,8208,CHAF1B,1.59879765912102,0.0245658626351086
204776_at,7060,THBS4,2.2617758153962,5.93848394390682e-05
204783_at,4291,MLF1,-1.35336427279654,0.0107128417879181
204787_at,11326,VSIG4,-1.66512625800905,0.00572831320277372
204790_at,4092,SMAD7,-1.14248178090574,0.00181354849430459
204795_at,80742,PRR3,1.09601421547931,0.00109453027974505
204796_at,2009,EML1,-1.03797796524752,0.0108620191594343
204798_at,4602,MYB,1.65070661453483,0.0114757521382221
204818_at,3294,HSD17B2,-1.78041503391756,0.0382385466176366
204822_at,7272,TTK,3.05202463513262,1.12063492110367e-07
204823_at,89795,NAV3,2.24981357461171,0.0317217461031859
204825_at,9833,MELK,3.75918800149895,5.3051305450545e-13
204826_at,899,CCNF,1.22790079574653,7.07692986413718e-05
204828_at,5883,RAD9A,1.25930811677595,9.20215636376811e-06
204836_at,2731,GLDC,-1.55204727806534,0.0366710823120341
204843_s_at,5576,PRKAR2A,1.04439223524557,0.00366250546721039
204844_at,2028,ENPEP,-1.23880896694004,0.0101157358699262
204857_at,8379,MAD1L1,-1.61273416484496,0.000440031689711006
204867_at,2644,GCHFR,-1.27251524101038,0.00216855050412456
204880_at,4255,MGMT,-1.0174827953911,0.000790685358273882
204886_at,10733,PLK4,1.60383704582504,0.0150004371094334
204902_s_at,23192,ATG4B,1.15665269137733,0.00526669570200215
204922_at,79703,C11orf80,1.84002253295044,0.000239832303044502
204931_at,6943,TCF21,-1.77781740248293,0.000624016077030733
204932_at,4982,TNFRSF11B,-1.66536719110955,0.0106232897624086
204936_at,5871,MAP4K2,1.22237390567459,0.0371748021587883
204942_s_at,222,ALDH3B2,-1.00649556206058,0.015480015870487
204945_at,5798,PTPRN,1.13315502872615,0.0048979581813672
204947_at,1869,E2F1,1.02383482542505,0.0202540340540651
204955_at,8406,SRPX,-2.91221346683597,0.000418176869036244
204958_at,1263,PLK3,-1.57734632623014,0.00188232933191477
204962_s_at,1058,CENPA ,2.68802220762515,1.3948093657816e-07
204990_s_at,3691,ITGB4,1.18578420789111,0.0372502415852401
204992_s_at,5217,PFN2,-1.54885225066878,0.00532409815140447
204995_at,8851,CDK5R1,1.19125337263746,0.0022656225561196
204997_at,2819,GPD1,-2.36628893408881,0.0108274911353545
204998_s_at,22809,ATF5,-1.98361631643105,0.00663595716540075
205000_at,8653,DDX3Y,4.59984711469818,3.07760238428094e-05
205012_s_at,3029,HAGH,-1.04265588967876,0.00119898472671296
205015_s_at,7039,TGFA,-1.00907738425485,0.0165133656484194
205019_s_at,7433,VIPR1,-2.88742162652338,1.0972715787177e-08
205024_s_at,5888,RAD51,1.83330601089254,1.37027240896722e-05
205031_at,1949,EFNB3,-1.61582311968595,0.000325684035902227
205032_at,3673,ITGA2,1.59513900414827,0.00589477962853022
205033_s_at,1667,DEFA1 ,-2.03319900622618,0.000818944615867312
205034_at,9134,CCNE2,1.16288036647954,0.00855042707546014
205042_at,10020,GNE,-1.51944195691614,0.00104599807315707
205043_at,1080,CFTR,-1.61453924381096,0.045142228609578
205044_at,2568,GABRP,-2.34420326797272,0.00209525789628669
205046_at,1062,CENPE,3.23294373252577,8.94037705488419e-06
205053_at,5557,PRIM1,1.04548001078123,0.00423175847921978
205056_s_at,27239,GPR162,-1.0298116091243,0.0267536303869841
205073_at,1573,CYP2J2,-1.25798646619505,0.00581176281242306
205075_at,5345,SERPINF2,-1.3259532924344,4.33565282366777e-05
205079_s_at,8777,MPDZ,-1.06031945728912,0.023016383890112
205082_s_at,316,AOX1,-1.58148273961842,0.0491143937942798
205095_s_at,535,ATP6V0A1,2.8978572288172,3.85421808017093e-06
205097_at,1836,SLC26A2,1.28385988730984,0.000162602164210482
205098_at,1230,CCR1,-1.1342751550353,0.00435186895381755
205100_at,9945,GFPT2,-1.15957534639732,0.0428824064352105
205109_s_at,50649,ARHGEF4 ,-1.99019118892723,0.00300268588692877
205110_s_at,2258,FGF13,1.94484852410766,0.00276227000415943
205111_s_at,51196,PLCE1,1.46894912258381,0.00564148593623838
205114_s_at,6348,CCL3 ,-1.38046289491142,0.000995544042570018
205119_s_at,2357,FPR1,-1.76881141985323,0.000746034577431957
205122_at,8577,MSANTD3-TMEFF1 ,1.78205960948799,7.51331669130733e-05
205138_s_at,10090,UST,-1.43657714522517,0.0399091766997997
205141_at,283,ANG,-1.1386545844839,0.0110654548391094
205143_at,1463,NCAN,-1.1119900684214,0.0342082810778427
205146_x_at,9546,APBA3,1.26305358452664,0.00972095898896254
205164_at,23464,GCAT,-1.63909603474214,0.0113461349531495
205167_s_at,995,CDC25C,2.35881182640594,1.47890518270028e-05
205180_s_at,101,ADAM8,-1.34484374668158,0.00922182337057287
205189_s_at,2176,FANCC,-1.04899879166382,0.000383514984434772
205194_at,5723,PSPH,1.33444155387775,0.000366926884162671
205207_at,3569,IL6,-1.19923414692351,0.00547644470318155
205210_at,9392,TGFBRAP1,1.73944695729006,0.00470445029121363
205221_at,3081,HGD,-1.2279951549207,0.018385127867874
205222_at,1962,EHHADH,-1.17794574912331,0.0177927026111465
205225_at,2099,ESR1,-3.00939864926084,7.42202529109534e-06
205226_at,5157,PDGFRL,1.71903883505738,0.00906370157527348
205227_at,3556,IL1RAP,-1.72796277256203,0.00290764090739953
205229_s_at,1690,COCH,2.28914056275887,0.0390020312555157
205231_s_at,7957,EPM2A,-1.03704416642688,7.87943202414107e-05
205234_at,9122,SLC16A4,-3.78109241037254,0.000182179888736264
205240_at,29899,GPSM2,2.63513377260069,0.000231253137192093
205251_at,8864,PER2,-1.29729101329371,8.39477226781837e-06
205302_at,3484,IGFBP1,-1.50651040558147,0.0163256604268999
205306_x_at,8564,KMO,-2.41762916410025,0.00088020594141865
205318_at,3798,KIF5A,-1.03568725746367,0.0345652120616768
205319_at,8000,PSCA,-1.20503952175316,0.042502354156978
205328_at,9071,CLDN10,-1.86594867102348,0.000513516587837363
205331_s_at,51308,REEP2,-1.07129272002819,0.0309194674664437
205336_at,5816,PVALB,-3.03444564985232,1.13247965294138e-07
205337_at,1638,DCT,-1.69834971030488,0.00606530507319265
205339_at,6491,STIL,1.45242917128026,2.4714628069602e-05
205342_s_at,6819,SULT1C2,2.88839525794336,0.00167254435632071
205345_at,580,BARD1,2.38634842251345,5.81869223176778e-06
205355_at,36,ACADSB,-2.21871643380566,4.00313220009226e-07
205357_s_at,185,AGTR1,-1.18283477750056,0.0135062759682227
205363_at,8424,BBOX1,-3.39054652247405,0.00124974941207999
205364_at,8309,ACOX2,-1.2562405547403,0.000661592551301143
205379_at,874,CBR3,1.38139821300701,0.0290924973734844
205382_s_at,1675,CFD,-1.41500864723172,0.0374876839529635
205384_at,5348,FXYD1,-3.06672304829194,0.000178426369335204
205392_s_at,6358,CCL14 ,-2.07222575772801,4.53336321718297e-08
205393_s_at,1111,CHEK1,1.33430471098316,0.00745092212624463
205404_at,3290,HSD11B1,-2.60491744589404,0.010979079497878
205430_at,653,BMP5,-3.04395600418389,0.000423529163152017
205433_at,590,BCHE,-3.31278675689719,0.00730527323130556
205440_s_at,4886,NPY1R,-3.26916519226954,0.000108766229031893
205445_at,5617,PRL,-1.06275390374508,0.00237585700882725
205449_at,29901,SAC3D1,1.29826484302889,0.000510862412589293
205463_s_at,5154,PDGFA,1.85346471050533,0.000219373474425224
205471_s_at,1602,DACH1,-1.8966973149077,1.76087232595198e-05
205476_at,6364,CCL20,4.70430518334654,0.000256091006544008
205478_at,5502,PPP1R1A,-2.70130872389766,0.0119942159974157
205490_x_at,2707,GJB3,-1.3998288179864,0.00379482964844915
205492_s_at,10570,DPYSL4,-1.26138191661166,0.00861910744524959
205498_at,2690,GHR,-3.0508514283158,3.7106351339714e-06
205513_at,6947,TCN1,-1.33857190988313,0.0420346121316066
205516_x_at,25792,CIZ1,1.01494155531484,0.0178596096354237
205517_at,2626,GATA4,-1.1753074357956,0.000221994579442463
205518_s_at,8418,CMAHP,-1.02595166540653,0.0468308039119357
205521_at,9941,EXOG,1.99407779654248,9.65321286167807e-06
205530_at,2110,ETFDH,-1.80153391224077,6.97444600470149e-07
205541_s_at,23708,GSPT2,-2.43669682149452,0.0153539520787565
205556_at,4488,MSX2,-1.50969519737192,0.00292043909857649
205557_at,671,BPI ,-1.06518368655793,0.0471496607243277
205565_s_at,2395,FXN,-1.41893260170877,2.83811550225509e-09
205579_at,3269,HRH1,1.39078295482017,0.00806456197137101
205581_s_at,4846,NOS3,-1.59980613860895,0.0268672267701699
205582_s_at,2687,GGT5,-3.10010273469325,0.000190162695048836
205612_at,22915,MMRN1,-1.78297973029075,0.0110428230176517
205627_at,978,CDA,-2.36939931879641,0.021834081587606
205633_s_at,211,ALAS1,-1.97775124854838,8.03724015422948e-07
205638_at,577,BAI3,-2.26057629115666,0.00262516602398626
205643_s_at,5521,PPP2R2B,-1.05143090161257,2.47722182592936e-05
205648_at,7472,WNT2,-1.12099937783511,0.0141463499843715
205649_s_at,2243,FGA,-1.02350575956747,0.024936559620476
205652_s_at,25809,TTLL1,1.58900434038062,4.80798886946553e-08
205657_at,23498,HAAO,-2.13079060996748,1.07927472438072e-05
205662_at,27077,B9D1,1.36714040229137,0.000360083445198015
205693_at,7140,TNNT3,-1.11223023674276,0.0483970291680608
205695_at,10993,SDS,-2.49615865248114,0.0317389822871949
205696_s_at,2674,GFRA1,-1.38640301326547,0.0122285692653214
205700_at,8630,HSD17B6,-1.23978756031793,0.0464125402456939
205715_at,683,BST1,-1.35902513330989,0.0466245869957957
205719_s_at,5053,LOC101929036 ,-1.01444793977918,5.98358806406266e-05
205720_at,5443,POMC,-1.35039791702175,0.00385510494895813
205728_at,10178,TENM1,-3.3204635115546,0.00161828773503224
205732_s_at,10499,NCOA2,1.00194125198415,0.00835580933004759
205733_at,641,BLM,1.13585036789885,0.0124479675881443
205741_s_at,1837,DTNA,2.33934880701701,0.000169872338067875
205749_at,1543,CYP1A1,-3.50461900848552,0.0141364708151197
205754_at,2147,F2,-1.06593499733784,0.000633638330878463
205768_s_at,11001,SLC27A2,-1.47760843115743,0.0223195611080048
205774_at,2161,F12,-1.0934731803536,0.0110298228332935
205778_at,5650,KLK7,-1.06733224522079,0.0110806393058096
205789_at,912,CD1D,-1.64713628051067,0.0208375937088556
205790_at,8631,SKAP1,-1.94698575176435,0.00217404315443422
205813_s_at,4143,MAT1A,-1.91035751693014,4.04994677534183e-05
205818_at,1620,BRINP1,-1.14142510107716,0.0110746991754601
205819_at,8685,MARCO,-4.4260908119692,1.97224897453483e-08
205826_at,9172,MYOM2,-2.4870230369078,0.000308343654540804
205858_at,4804,NGFR,-2.94609974512312,0.000184623012671866
205860_x_at,2346,FOLH1 ,-2.69125152670821,9.85149223171551e-05
205863_at,6283,S100A12,-2.10696641143027,1.06384448113971e-06
205866_at,8547,FCN3,-4.96256094237004,2.36378667414464e-09
205871_at,5342,PLGLB1 ,-1.91223630186583,0.0155084736293898
205876_at,3977,LIFR,-2.48142103465197,0.000254303057937671
205879_x_at,5979,RET,-1.6603024653586,0.00236904347365097
205881_at,7625,ZNF74,1.24418061060114,0.00810028356511034
205888_s_at,9832,JAKMIP2,-1.50016800574644,0.00770088936669514
205890_s_at,2550,GABBR1 ,3.69117018626128,5.17767348350958e-05
205894_at,415,ARSE,-2.06856213722793,0.0258873614167387
205900_at,3848,KRT1,-1.08338811420799,0.0176837293619705
205902_at,3782,KCNN3,1.66740365194397,0.0133868674782649
205911_at,5745,PTH1R,-1.77953210377479,2.6253474375992e-10
205924_at,5865,RAB3B,2.95064683938955,0.00401282211256967
205935_at,2294,FOXF1,-1.45660299190907,0.0022624930872773
205937_at,10669,CGREF1,2.49475952816816,0.000348004056651185
205942_s_at,6296,ACSM3,-3.16885272400002,5.68589201684954e-05
205943_at,6999,TDO2,-2.62490565498518,0.00384315287102455
205949_at,759,CA1,-1.04042293564703,0.0440787932468513
205952_at,3777,KCNK3,-2.1188124161569,0.00286386527793482
205971_s_at,1504,CTRB1 ,-1.03706215953407,0.0409643755785213
205984_at,1393,CRHBP,-5.42750321891352,2.27158014852386e-07
205998_x_at,1576,CYP3A4,-3.98675240482281,1.83100897314513e-05
206004_at,7053,TGM3,2.21157483965176,0.00258064796832911
206007_at,10216,PRG4,-2.29955519991608,0.0141893848318232
206010_at,3026,HABP2,-1.79675700667128,0.0346647468485305
206019_at,9904,RBM19,1.17250417337319,0.000366926884162671
206030_at,443,ASPA,-2.95455508344166,8.45941714482725e-07
206033_s_at,1825,DSC3,-1.39900543391113,0.0226550375500136
206045_s_at,8715,NOL4,-1.43990073886079,0.0388571168256789
206058_at,6539,SLC6A12,-1.90398112106569,0.000810326142587959
206065_s_at,1807,DPYS,-1.71933143094274,0.0344750469216126
206068_s_at,33,ACADL,-2.12064930036586,0.00900768151156211
206072_at,7349,UCN,1.49210048712044,0.0149482194901263
206074_s_at,3159,HMGA1,1.17082965054513,0.00264162098015013
206078_at,8997,KALRN,-1.33921876534558,0.000392113648376256
206082_at,10866,HCP5,1.69262059635911,0.000275199344612942
206085_s_at,1491,CTH,-2.50650016428176,0.000191054697826031
206093_x_at,7146,TNXA ,-1.43593325972818,0.0154254621698546
206102_at,9837,GINS1,2.67328617037122,1.44334563308573e-05
206107_at,8786,RGS11,-1.185915480995,0.0304135853379351
206108_s_at,6431,SRSF6,-1.08077466713722,0.0499929906853953
206116_s_at,7168,TPM1,1.07054917489301,0.00373845668603871
206119_at,635,BHMT,-2.89879264258347,0.00228150443666541
206132_at,4163,MCC,-1.01817436165552,0.00413990392951018
206134_at,27299,ADAMDEC1,2.29704954554648,0.007998104865058
206140_at,9355,LHX2,-2.60904075013967,0.00128459337617254
206147_x_at,10389,SCML2,-1.1195037218201,0.000211095198669057
206161_s_at,6861,SYT5,-1.05186489591748,0.0254518057897948
206168_at,23264,ZC3H7B,-1.28134662894946,0.0203480370275093
206170_at,154,ADRB2,-1.19550807794756,0.0164344719262761
206172_at,3598,IL13RA2,-4.51592530209679,2.21522013701125e-06
206177_s_at,383,ARG1,-1.39915021898352,0.0418534891668267
206188_at,9831,ZNF623,1.14670941427943,0.000814842423824265
206193_s_at,1041,CDSN,-1.19835190460201,0.00487416729627006
206200_s_at,311,ANXA11,1.03009827001169,3.98811434376744e-05
206210_s_at,1071,CETP,-3.38823109724102,2.46396323135611e-05
206213_at,7480,WNT10B,-1.04139927123889,0.0164074729240613
206231_at,3780,KCNN1,-1.06336912678106,0.0288450336537148
206234_s_at,4326,MMP17,-1.01468319158583,0.0286660479352911
206239_s_at,6690,SPINK1,4.18410384756567,0.00491306206206646
206247_at,4277,MICB,1.75385108677703,3.68987322808947e-05
206251_s_at,552,AVPR1A,-1.88453941210839,0.0107894686633155
206256_at,1369,CPN1,-1.07502813107837,0.0286162699663774
206262_at,126,ADH1C,-2.4640047998144,0.0161791928494376
206279_at,5616,PRKY,1.58633425276431,0.00652528977739844
206286_s_at,6997,TDGF1 ,2.31400501475789,0.036995042518876
206287_s_at,3700,ITIH4,-1.38721568682409,0.0186315560181299
206290_s_at,6000,RGS7,-2.00327239576215,0.0233178604143462
206305_s_at,731,C8A,-2.16608261359513,0.00105254917031416
206316_s_at,9735,KNTC1,1.11314297639274,0.00300587011389772
206324_s_at,23604,DAPK2,2.40649935120887,3.74514456873005e-06
206325_at,866,SERPINA6,-1.09974502798214,0.0154703402210334
206327_s_at,1013,CDH15,-1.21324475403044,0.0445059521022868
206338_at,1995,ELAVL3,-1.35348840210345,0.00104904972949318
206344_at,5444,PON1,-2.17943432932761,0.000272566203904644
206349_at,9211,LGI1,-1.75580067874359,0.00216855050412456
206354_at,28234,SLCO1B3,-5.32290142420658,5.45235757504411e-05
206356_s_at,2774,GNAL,1.72426927089758,0.0206678766490049
206359_at,9021,SOCS3,-2.05450168012558,0.00124623160294455
206364_at,9928,KIF14,2.12206303874438,1.61556887011597e-05
206370_at,5294,PIK3CG,1.29960555486766,0.042762652501781
206380_s_at,5199,CFP,-4.06309737019719,2.61510676163123e-08
206385_s_at,288,ANK3,-2.02256121378331,0.00495894135793616
206410_at,8431,NR0B2,-1.50866630923083,0.0317909028171195
206411_s_at,27,ABL2,1.31521287189428,0.00229182637963232
206417_at,1259,CNGA1,-1.42846920297678,0.0104478181253094
206424_at,1592,CYP26A1,-4.81366301767028,4.21101644957076e-06
206427_s_at,2315,MLANA,-1.49362716146229,0.0111412889446339
206432_at,3037,HAS2,-2.21019313153306,0.00229182637963232
206435_at,2583,B4GALNT1,1.86595295001933,0.00227162063851375
206436_at,758,MPPED1,-1.54242032768243,0.0144004688906326
206442_at,6406,SEMG1,-1.47020192560586,0.0234916054410177
206449_s_at,5648,MASP1,-1.35403614135961,0.00704957314760708
206450_at,1621,DBH,-3.65551680305269,8.56069690013717e-12
206453_s_at,57447,NDRG2,-1.32512137833175,0.000263711334933766
206454_s_at,6010,RHO,-1.31401981534805,0.00373360827641742
206461_x_at,4496,MT1H,-3.35700025647891,4.06308325201056e-05
206464_at,660,BMX,-1.45000365650256,0.0194962843491696
206469_x_at,22977,AKR7A3,-2.26277660828485,3.37576516402479e-05
206470_at,10154,PLXNC1,2.4515172164815,0.00286932602104072
206490_at,9229,DLGAP1,-1.25654040199392,0.024154279349821
206500_s_at,55320,MIS18BP1,1.80957088699702,1.16173363549061e-05
206503_x_at,5371,PML,1.16741355951771,0.0312074721034665
206515_at,4051,CYP4F3,-1.04236351508585,0.00946915823385158
206539_s_at,66002,CYP4F12,-1.19957060689217,0.00522040387233412
206541_at,3818,KLKB1,-2.41031133291936,1.80846048930515e-05
206542_s_at,6595,SMARCA2,-1.01530266908043,0.00462044828266049
206549_at,3641,INSL4,-1.03559709505307,0.0319035566529935
206553_at,4939,OAS2,1.42655450716481,0.016754339749601
206561_s_at,57016,AKR1B10,5.12164370009368,2.64359661326882e-05
206565_x_at,11039,SMA4,1.40252260811159,0.0185667667049751
206603_at,6517,SLC2A4,-1.2175806789168,0.0350661524081751
